site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
Hochfelln,Germany,345.42 km,Jun May Apr Jul,2218,122,779,1183,1689,Jun:5 May:5 Jul:4 Aug:4 Apr:3 Sep:1 Mar:0 Oct:0 Nov:0 Feb:0,23,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.55947%2047.76157&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.55947,47.76157
Crap Sogn Gion,Switzerland,304.94 km,Aug Jul Mar Apr,2177,6,125,502,921,Mar:8 Feb:7 Aug:6 Jul:6 Dec:6 Apr:4 Jan:4 Oct:3 Sep:3 Nov:2 Jun:0 May:0,48,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.21592%2046.83522&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.21592,46.83522
Kronberg,Switzerland,147.09 km,Jun Apr Jul May,2111,0,1,26,375,Jul:11 Sep:10 Jun:10 Aug:9 May:8 Apr:7 Oct:4 Dec:4 Feb:3 Nov:3 Jan:2 Mar:1,68,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.328867%2047.291617&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.328867,47.291617
Feuerkogel,Austria,264.4 km,Jun May Jul Aug,2107,7,68,233,830,Jul:11 Jun:11 Aug:10 Sep:7 May:6 Mar:5 Oct:4 Feb:1 Apr:0 Jan:0 Nov:0 Dec:0,53,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.72598%2047.81065&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.72598,47.81065
Lai Alv,Switzerland,214.49 km,Aug Jul Apr,2065,8,185,1010,1732,Aug:10 Jul:5 Mar:4 Apr:3 Feb:2 Sep:1 Dec:1 Jan:1 Jun:0 May:0 Oct:0 Nov:0,28,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.79892%2046.70653&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.79892,46.70653
Hohe Salve,Austria,212.32 km,Jun,1998,3,72,239,724,Aug:8 Jul:7 Mar:7 Jun:6 Sep:4 Feb:4 May:3 Oct:3 Apr:2 Jan:2 Dec:1 Nov:0,46,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.20288%2047.46532&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.20288,47.46532
Niederbauen,Switzerland,91.27 km,May Jul Jun,1960,0,0,9,120,Jul:12 Jun:11 May:10 Aug:8 Apr:6 Sep:5 Mar:2 Oct:1 Feb:1 Dec:0 Nov:0 Jan:0,53,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.53617%2046.94687&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.53617,46.94687
Buchenberg,Germany,74.21 km,May Apr Jun Aug Jul,1954,0,0,12,143,Jun:3 Aug:2 Jul:2 Apr:2 May:2 Oct:1 Sep:1 Mar:0 Jan:0 Dec:0 Nov:0 Feb:0,17,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.8112%2047.6066&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.8112,47.6066
Hüsliberg,Switzerland,108.25 km,May Jul Apr Aug,1909,0,3,93,749,Jul:13 Aug:11 May:11 Apr:9 Mar:8 Jun:3 Sep:2 Feb:2 Oct:2 Nov:1 Dec:0 Jan:0,59,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.07465%2047.19&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.07465,47.19
Niederhorn,Switzerland,231.13 km,Jun Jul May Apr Aug,1904,7,19,160,619,Jul:9 Aug:9 Jun:9 May:8 Sep:8 Oct:6 Feb:5 Mar:4 Dec:4 Apr:4 Jan:3 Nov:2,67,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.77805%2046.7114&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.77805,46.7114
Grandvillard,Switzerland,132.73 km,May Apr Jul Jun Aug,1903,0,2,104,660,Jul:12 Aug:11 Jun:11 Apr:9 May:9 Sep:6 Oct:2 Mar:1 Nov:0 Feb:0,57,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.1132%2046.5458&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.1132,46.5458
Rührer,Austria,132.41 km,Apr Jul Mar,1863,0,8,84,383,Aug:10 Mar:8 Apr:8 Sep:7 Jul:7 Jun:7 May:6 Feb:6 Oct:6 Jan:2 Dec:2 Nov:2,68,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.31933%2047.5042&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.31933,47.5042
Hochries,Germany,193.12 km,Apr Jul May Jun,1848,0,44,159,546,Jul:5 Jun:4 Aug:3 Apr:3 May:2 Sep:1 Oct:0 Mar:0 Nov:0,19,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.24843%2047.74718&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.24843,47.74718
Sorica,Slovenia,323.93 km,Aug Jul,1835,254,1194,1470,1689,Aug:8 Jul:7 Jun:5 Apr:1 May:1 Sep:1 Mar:0,22,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.0076%2046.23042&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.0076,46.23042
Braunwald,Switzerland,215.05 km,Jul Jun Aug,1833,3,36,160,593,Aug:11 Jul:10 Sep:8 Jun:7 Mar:6 Feb:6 Oct:5 Dec:5 Jan:4 Nov:3 May:1 Apr:0,63,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.98772%2046.95942&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.98772,46.95942
Amisbühl,Switzerland,168.94 km,Jul May Jun Apr Aug,1755,0,11,92,523,Aug:11 Jul:10 Jun:9 Sep:8 May:8 Apr:6 Oct:6 Nov:4 Dec:2 Mar:1 Feb:0 Jan:0,61,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.82413%2046.71415&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.82413,46.71415
Rubbio,Italy,156.01 km,Apr,1721,0,169,868,1386,Mar:4 Apr:4 Feb:2 Dec:1 Oct:1 Jan:1 Jul:1 Nov:0 Sep:0 Aug:0 May:0 Jun:0,17,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.663598%2045.793378&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.663598,45.793378
Sillian,Austria,212.07 km,Apr,1704,5,184,504,981,Mar:6 Aug:6 Jun:4 Apr:3 Jul:3 May:2 Feb:1 Jan:1 Sep:1 Dec:1 Oct:0 Nov:0,28,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.38902%2046.77065&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.38902,46.77065
Kronplatz,Italy,294.9 km,Jul Jun Aug Apr,1651,33,108,275,593,Jul:9 Aug:8 Jun:8 Sep:7 Mar:6 Apr:5 Feb:4 Dec:3 Oct:2 Jan:1 Nov:0 May:0,51,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.95562%2046.73853&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.95562,46.73853
Muanda,Italy,101.78 km,Apr Aug Mar May Jul Sep Feb Jun Oct,1642,0,1,34,264,Mar:9 Aug:9 Jul:9 Jun:9 Apr:8 Sep:8 May:6 Oct:5 Jan:4 Feb:3 Dec:2 Nov:1,69,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.9714%2045.59078&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.9714,45.59078
Planpraz,France,354.54 km,Jul,1642,17,212,452,917,Aug:13 Jul:10 Jun:7 Mar:5 Apr:5 Sep:5 Feb:2 Jan:1 May:1 Dec:1 Oct:1 Nov:0,48,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.85062%2045.93692&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.85062,45.93692
Wildkogel,Austria,200.16 km,Apr,1639,1,164,538,884,Aug:7 Jul:5 Sep:3 Mar:3 Apr:3 Jun:2 Feb:1 May:1 Jan:0 Oct:0 Dec:0,26,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.29188%2047.28165&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.29188,47.28165
Bielmonte,Italy,183.86 km,May Apr Aug,1623,0,24,294,990,Aug:10 Jul:8 Jun:6 Apr:6 May:5 Mar:5 Sep:4 Jan:3 Feb:2 Dec:2 Nov:2 Oct:2,53,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.075617%2045.660267&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.075617,45.660267
Breitenberg,Germany,147.96 km,Apr Jun May,1621,0,6,73,412,May:4 Jul:3 Jun:2 Mar:2 Aug:1 Apr:1 Oct:1 Sep:1 Feb:1 Jan:0 Nov:0 Dec:0,19,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.56578%2047.54767&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.56578,47.54767
Zillertal,Austria,325.76 km,May Jun,1620,36,148,311,800,Jul:10 Aug:7 Jun:6 May:5 Sep:3 Oct:2 Apr:0 Nov:0 Dec:0,32,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.824767%2047.219083&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.824767,47.219083
Hoehenstrass...,Austria,286.83 km,Apr Jun,1619,36,148,311,799,Jul:10 Aug:7 Jun:6 May:5 Sep:3 Oct:2 Apr:0 Nov:0 Dec:0,32,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.8254%2047.2188&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.8254,47.2188
Goding,Austria,81.56 km,Apr,1616,0,0,68,471,Aug:10 Jun:8 Mar:8 Jul:8 May:7 Apr:7 Sep:5 Oct:4 Feb:4 Dec:3 Nov:2 Jan:2,65,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.91667%2046.77843&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.91667,46.77843
Fulseck,Austria,327.73 km,Aug Jul Jun May Sep Apr Mar,1616,2,23,123,549,Aug:11 Jul:7 Mar:6 Jun:5 Sep:5 Oct:4 Feb:3 Apr:2 Dec:2 Jan:2 May:1 Nov:0,49,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.1473%2047.23528&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.1473,47.23528
Choralpe,Austria,173.55 km,May Jun Aug Jul,1609,0,12,117,429,Jul:9 Aug:8 Jun:5 Mar:4 May:3 Sep:3 Feb:2 Oct:1 Dec:1 Jan:1 Apr:0,35,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.24475%2047.41995&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.24475,47.41995
Carnale,Italy,116.88 km,Apr Mar May Feb,1586,0,11,58,232,Oct:11 Mar:11 Dec:10 Nov:10 Sep:9 Feb:9 May:8 Jul:8 Apr:7 Jan:7 Jun:7 Aug:4,93,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.885387%2046.188875&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.885387,46.188875
Liretta,Italy,167.39 km,Jun May Apr Mar Sep Aug Jul Oct Feb Nov,1559,0,37,232,797,Aug:10 Mar:8 Sep:8 Jul:7 Apr:7 Oct:6 Jun:6 Jan:5 May:5 Dec:3 Feb:3 Nov:3,67,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.38212%2044.49882&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.38212,44.49882
Landeck,Austria,209.66 km,Jul Jun,1558,6,158,387,621,Jul:6 Aug:6 Jun:4 Mar:4 Sep:3 May:1 Feb:1 Oct:0 Jan:0 Dec:0 Nov:0 Apr:0,28,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.63075%2047.1461&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.63075,47.1461
Zettersfeld,Austria,245.89 km,Aug Apr Jul Mar,1553,1,49,246,663,Aug:13 Jul:9 Sep:8 Mar:7 Jun:4 Jan:3 Feb:3 Dec:2 Apr:1 Oct:1 Nov:0 May:0,49,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.78835%2046.87475&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.78835,46.87475
Monte Tamaro,Switzerland,169.28 km,Apr,1551,0,12,50,245,Apr:10 Aug:9 Oct:8 May:8 Jun:8 Sep:8 Jul:7 Nov:1 Mar:0,56,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.89577%2046.11653&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.89577,46.11653
Mont Lachat,France,203.94 km,Jul,1533,1,27,356,888,Jul:11 Aug:10 Jun:3 Mar:1 Apr:1 Sep:1 Feb:1 Oct:0 Dec:0 May:0 Jan:0,29,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.47655%2045.958467&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.47655,45.958467
Mont Gross,France,50.72 km,Jan Dec Feb,1510,0,0,1,27,Feb:9 Jan:8 Dec:8 Mar:6 Oct:4 Nov:3 Apr:2 May:0 Sep:0 Aug:0 Jun:0,39,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.4426%2043.76552&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.4426,43.76552
Seegrube,Austria,331.93 km,May Apr Jun Jul,1506,18,270,722,1114,May:5 Apr:5 Jul:5 Jun:5 Mar:4 Aug:3 Sep:3 Oct:3 Feb:1 Jan:1 Nov:1 Dec:0,35,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.37732%2047.30505&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.37732,47.30505
Schwängimatt,Switzerland,428.11 km,Jul May Jun Apr,1486,4,19,230,836,Jul:9 Jun:7 Aug:6 Apr:6 May:5 Mar:3 Sep:3 Oct:1 Nov:0 Feb:0,39,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.67457%2047.28907&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.67457,47.28907
Monte Maddalena,Italy,115.08 km,Jun Aug May Apr Mar Jul,1482,0,5,127,546,Jun:10 May:8 Aug:8 Sep:7 Apr:7 Jul:7 Mar:7 Oct:5 Feb:4 Jan:3 Nov:3 Dec:2,67,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.2705%2045.53715&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.2705,45.53715
Muckenkogel,Austria,123.49 km,May Jun Jul Apr Aug,1478,0,2,24,161,Jul:10 Aug:9 Jun:8 Sep:8 May:6 Apr:6 Mar:4 Oct:4 Nov:2 Dec:1 Feb:1,55,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.6084%2047.97832&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.6084,47.97832
Grünberg,Austria,136.77 km,Jul May Jun,1462,0,3,24,170,Jul:7 Jun:5 Apr:5 Aug:4 Sep:4 May:4 Dec:3 Mar:3 Oct:2 Feb:2 Jan:2 Nov:2,41,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.81797%2047.89843&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.81797,47.89843
Venet,Austria,240.18 km,Aug Jun Jul,1426,6,153,371,584,Jul:6 Aug:6 Jun:4 Mar:4 Sep:3 May:1 Feb:1 Oct:0 Jan:0 Dec:0 Nov:0 Apr:0,28,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.6232%2047.1421&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.6232,47.1421
Goldeck,Austria,291.29 km,Jun Jul Aug,1424,15,48,125,301,Aug:14 Jul:13 Jun:12 Sep:8 Jan:2 Dec:2 Oct:1 Mar:1 May:1 Apr:0 Feb:0 Nov:0,54,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.46356%2046.756718&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.46356,46.756718
Kovk,Slovenia,126.47 km,Mar,1423,0,11,268,778,Jul:6 Oct:3 Mar:3 Dec:3 May:3 Apr:2 Jun:2 Jan:2 Nov:2 Sep:2 Aug:2 Feb:1,32,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.95912%2045.88665&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.95912,45.88665
Stubnerkogel,Austria,260.48 km,Jun,1407,53,308,509,899,Jun:7 Aug:6 Mar:6 Jul:5 Sep:3 Dec:3 Apr:2 Feb:2 May:2 Jan:2 Oct:1 Nov:0,39,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.09988%2047.1138&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.09988,47.1138
Haldigrat,Switzerland,237.01 km,May Apr Jun,1400,3,119,258,627,Oct:6 Aug:6 Jun:6 Sep:5 Jul:5 Nov:3 Apr:3 Dec:2 Mar:2 May:2 Jan:1 Feb:0,42,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.43948%2046.90252&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.43948,46.90252
Polster,Austria,180.49 km,Jun Jul Aug,1400,0,19,65,279,Aug:7 Jul:6 Jun:5 Sep:5 Oct:4 Mar:4 Feb:2 May:2 Jan:2 Dec:2 Nov:1 Apr:0,41,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.9563%2047.5343&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.9563,47.5343
St. Jean,France,122.04 km,Jul Jun Aug,1345,0,5,141,835,Aug:8 Jul:8 Jun:3 Sep:2 May:0 Mar:0 Apr:0 Oct:0,21,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.369017%2044.402617&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.369017,44.402617
Metschstand,Switzerland,166.6 km,Mar Apr Feb Jul Aug,1330,0,5,28,221,Dec:5 Mar:5 Feb:4 Jan:4 Apr:2 Jul:1 Sep:1 Aug:1 Oct:1 Nov:0 Jun:0,25,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.49453%2046.44492&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.49453,46.44492
Giumello,Italy,88.25 km,Jul Aug Jun Mar Sep Apr May Feb Oct,1306,0,0,51,528,Aug:7 Jul:5 Oct:5 Jun:4 Sep:4 May:3 Dec:3 Mar:3 Apr:3 Feb:2 Nov:2 Jan:2,42,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.35605%2046.04552&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.35605,46.04552
St. Vincent ...,France,98.33 km,Sep Jun,1303,0,0,61,331,Sep:9 Jun:7 Aug:6 Jul:5 May:5 Apr:3 Oct:3 Mar:1 Dec:0 Feb:0 Jan:0,38,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.37187%2044.44577&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.37187,44.44577
Caltrano,Italy,170.07 km,Apr Mar,1267,0,10,125,552,Mar:8 Apr:6 Jan:5 Dec:5 Feb:5 Oct:4 Nov:4 Sep:2 May:2 Jun:1 Aug:0 Jul:0,40,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.5024%2045.77953&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.5024,45.77953
Tschenten,Switzerland,203.21 km,Mar,1266,1,32,215,608,Mar:11 Feb:6 Jan:5 Jul:3 Aug:2 Jun:2 Sep:2 Dec:1 Apr:1 Oct:0 Nov:0 May:0,33,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.54182%2046.49742&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.54182,46.49742
Golzentipp,Austria,175.52 km,Apr,1253,0,25,121,447,Aug:9 Jul:8 Apr:4 Jun:3 Sep:3 Mar:1 May:1 Feb:0 Nov:0 Oct:0,29,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.62557%2046.71875&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.62557,46.71875
Pilatus Kulm,Switzerland,344.16 km,Jul Jun Apr May,1242,19,132,230,510,Jul:12 Jun:10 Aug:9 Sep:7 May:6 Apr:3 Oct:2 Mar:1 Nov:1 Dec:1 Feb:0 Jan:0,51,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.253983%2046.979383&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.253983,46.979383
Jakobshorn,Switzerland,173.96 km,Sep Mar Apr Feb Aug,1238,0,7,69,301,Mar:7 Feb:7 Dec:6 Jul:5 Aug:5 Sep:5 Oct:4 Apr:3 Jan:3 Nov:2 Jun:2 May:0,47,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.84598%2046.77298&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.84598,46.77298
Cassons,Switzerland,182.72 km,Jul Aug,1228,0,56,222,567,Aug:8 Sep:7 Jul:6 Oct:3 Mar:2 Feb:1 Jan:1 Jun:1 Dec:0 Nov:0 Apr:0,28,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.261%2046.88023&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.261,46.88023
Gourdon,France,345.22 km,May Mar Jun Oct Feb Sep Apr Jul Aug Jan Dec Nov,1217,16,32,69,236,Aug:8 Sep:7 Jul:6 May:6 Jun:5 Oct:4 Mar:4 Apr:3 Feb:3 Dec:3 Jan:3 Nov:2,51,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.947228%2043.7255&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.947228,43.7255
Gozd,Slovenia,238.33 km,Apr Mar May,1212,2,33,109,363,Apr:6 May:6 Jul:5 Mar:5 Aug:4 Jun:4 Sep:3 Oct:2 Nov:1 Feb:0 Dec:0 Jan:0,36,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.33133%2046.33953&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.33133,46.33953
Nebelhorn,Germany,265.43 km,Apr Jul Aug Jun May Mar,1211,5,78,193,454,Jul:4 Aug:4 Jun:3 Mar:3 Apr:3 Sep:2 May:2 Oct:1 Feb:1 Jan:0 Dec:0 Nov:0,24,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.34515%2047.41298&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.34515,47.41298
Socerb,Slovenia,141.45 km,May Aug Jul Apr Sep Jun Oct Mar Feb Jan Dec Nov,1204,0,2,3,7,Jul:8 Apr:8 Aug:8 Jun:7 Mar:7 May:6 Oct:6 Sep:5 Dec:5 Feb:4 Jan:4 Nov:3,69,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.86902%2045.60685&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.86902,45.60685
Malanotte,Italy,186.67 km,May Jun Apr Jul Aug Mar Sep,1197,0,37,160,617,Aug:8 Mar:7 May:6 Jul:5 Apr:5 Jun:4 Sep:4 Dec:4 Oct:3 Feb:2 Nov:2 Jan:2,50,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.79397%2044.25918&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.79397,44.25918
Schrattenbach,Germany,112.01 km,Jun May Aug Apr Jul Mar Oct Feb Sep Nov,1197,0,2,25,88,Jul:2 Apr:2 Nov:2 Mar:1 May:1 Oct:1 Jun:1 Dec:1 Aug:1 Sep:0 Feb:0 Jan:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.29767%2047.84823&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.29767,47.84823
Kronbauer,Austria,85.24 km,Apr May,1197,0,0,11,78,May:6 Jun:6 Apr:5 Jul:4 Aug:3 Sep:3 Mar:3 Feb:1 Oct:1 Nov:0 Dec:0 Jan:0,32,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.0768%2047.89955&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.0768,47.89955
Hinterrugg,Switzerland,284.36 km,Jul Aug Jun Apr May Mar,1165,2,19,105,601,Aug:9 Jul:8 Jun:4 Sep:4 Oct:4 Mar:3 May:2 Feb:1 Jan:1 Apr:1 Dec:1 Nov:0,37,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.30443%2047.15368&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.30443,47.15368
Hafelekar,Austria,208.91 km,Apr,1162,15,207,521,827,Mar:5 May:5 Jul:5 Apr:5 Jun:4 Aug:3 Sep:3 Oct:2 Jan:1 Feb:1 Dec:0 Nov:0,35,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.38433%2047.312498&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.38433,47.312498
Jaman,Switzerland,156.7 km,May Jul Jun Aug Apr,1161,0,21,213,707,Aug:8 Jul:8 Jun:7 May:6 Apr:4 Sep:4 Mar:2 Oct:0 Nov:0 Feb:0 Dec:0 Jan:0,38,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.976%2046.441717&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.976,46.441717
Gas Monte Baldo,Italy,125.42 km,Apr Mar Jun May Aug Jul,1155,0,5,58,356,Mar:9 Aug:9 Apr:7 May:6 Jun:6 Sep:5 Jul:5 Feb:5 Oct:4 Jan:3 Nov:2 Dec:2,59,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.74675%2045.61068&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.74675,45.61068
Colonei,Italy,224.84 km,May Apr Aug Jun Jul Mar,1143,4,81,252,646,Aug:9 May:7 Jun:7 Jul:6 Apr:5 Mar:3 Sep:3 Oct:2 Jan:2 Dec:2 Nov:1 Feb:1,49,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.81478%2045.65148&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.81478,45.65148
Pléiades,Switzerland,208.68 km,Jul Jun Apr May Aug Mar,1135,1,16,106,527,Apr:8 May:8 Jun:7 Jul:6 Aug:4 Mar:3 Sep:3 Oct:1 Feb:1 Nov:0 Dec:0 Jan:0,41,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.90745%2046.4832&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.90745,46.4832
Krippenstein,Austria,222.56 km,Jun Jul May Aug,1134,2,22,73,288,Aug:10 Jul:8 Jun:8 Sep:7 May:5 Oct:3 Mar:3 Jan:2 Feb:1 Apr:0 Dec:0,46,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.6918%2047.52457&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.6918,47.52457
Mäggisseren,Switzerland,232.7 km,Apr May Jun,1124,3,120,353,727,Jun:6 May:5 Apr:5 Aug:5 Jul:4 Sep:2 Nov:1 Oct:0 Mar:0 Jan:0 Dec:0,29,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.61005%2046.58872&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.61005,46.58872
Golm,Austria,236.68 km,Aug,1121,12,227,467,833,Aug:8 Jul:7 Sep:5 Jun:4 Oct:0 May:0 Apr:0 Mar:0,24,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.83727%2047.06252&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.83727,47.06252
